team,pts,game_possessions,game_code,home_team_bin,efg_pct,tov_pct,orb_pct,fta_per_fga_pct,Model_Prediction,Best_Spread,Best_Moneyline,Best_Total,Spread_Grade,Total_Grade,Moneyline_Grade,Best_Book,date
BRK,134,117.6201961,201812260BRK,1,0.582,0.132,0.196,0.173,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/26/2018
GSW,120,99.72471591,201810280BRK,0,0.556,0.108,0.273,0.27,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/28/2018
BRK,114,99.72471591,201810280BRK,1,0.598,0.138,0.125,0.172,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/28/2018
MIL,113,104.7932727,201902040BRK,0,0.475,0.074,0.273,0.248,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/4/2019
BRK,94,104.7932727,201902040BRK,1,0.348,0.102,0.267,0.275,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/4/2019
ORL,110,100.3615407,201901230BRK,0,0.489,0.114,0.25,0.315,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
BRK,114,100.3615407,201901230BRK,1,0.533,0.138,0.279,0.256,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
PHI,112,101.8036368,201904200BRK,0,0.545,0.156,0.293,0.239,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/20/2019
BRK,108,101.8036368,201904200BRK,1,0.467,0.119,0.232,0.344,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/20/2019
PHI,131,108.1379167,201904180BRK,0,0.537,0.128,0.333,0.372,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/18/2019
BRK,115,108.1379167,201904180BRK,1,0.448,0.119,0.25,0.365,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/18/2019
DEN,130,108.7360768,201902060BRK,0,0.571,0.107,0.255,0.212,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/6/2019
BRK,135,108.7360768,201902060BRK,1,0.617,0.111,0.122,0.367,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/6/2019
ATL,107,113.5136919,201810170NYK,0,0.511,0.197,0.163,0.2,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/17/2018
NYK,126,113.5136919,201810170NYK,1,0.515,0.118,0.208,0.313,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/17/2018
NYK,99,99.55625,201901250BRK,0,0.471,0.075,0.125,0.299,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/25/2019
BRK,109,99.55625,201901250BRK,1,0.458,0.154,0.4,0.56,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/25/2019
MIL,131,112.5313333,201904010BRK,0,0.559,0.116,0.133,0.319,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
BRK,121,112.5313333,201904010BRK,1,0.5,0.174,0.32,0.362,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
DET,75,97.41349272,201903110BRK,0,0.32,0.103,0.262,0.165,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/11/2019
BRK,103,97.41349272,201903110BRK,1,0.563,0.161,0.135,0.278,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/11/2019
CHI,125,102.5527321,201902080BRK,0,0.624,0.143,0.229,0.282,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/8/2019
BRK,106,102.5527321,201902080BRK,1,0.484,0.098,0.125,0.17,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/8/2019
BOS,96,99.16662162,201903300BRK,0,0.47,0.139,0.167,0.277,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/30/2019
BRK,110,99.16662162,201903300BRK,1,0.53,0.112,0.135,0.337,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/30/2019
WAS,125,108.0613475,201902270BRK,0,0.516,0.134,0.333,0.323,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/27/2019
BRK,116,108.0613475,201902270BRK,1,0.506,0.135,0.149,0.459,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/27/2019
DAL,88,102.4573824,201903040BRK,0,0.425,0.119,0.1,0.253,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/4/2019
BRK,127,102.4573824,201903040BRK,1,0.665,0.122,0.088,0.224,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/4/2019
CHO,123,100.8639189,201903010BRK,0,0.58,0.114,0.25,0.181,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/1/2019
BRK,112,100.8639189,201903010BRK,1,0.57,0.138,0.189,0.209,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/1/2019
CLE,107,103.3693872,201903060BRK,0,0.494,0.146,0.22,0.333,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/6/2019
BRK,113,103.3693872,201903060BRK,1,0.538,0.12,0.234,0.286,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/6/2019
TOR,115,98.98056818,201904030BRK,0,0.49,0.059,0.279,0.133,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/3/2019
BRK,105,98.98056818,201904030BRK,1,0.535,0.128,0.205,0.244,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/3/2019
SAS,85,97.73241015,201902250BRK,0,0.385,0.098,0.182,0.125,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/25/2019
BRK,101,97.73241015,201902250BRK,1,0.549,0.146,0.14,0.198,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/25/2019
MIA,94,107.3036797,201904100BRK,0,0.429,0.118,0.143,0.153,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/10/2019
BRK,113,107.3036797,201904100BRK,1,0.469,0.093,0.303,0.061,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/10/2019
POR,113,101.9070502,201902210BRK,0,0.471,0.104,0.339,0.152,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/21/2019
BRK,99,101.9070502,201902210BRK,1,0.429,0.104,0.226,0.283,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/21/2019
CHI,117,111.4885366,201901290BRK,0,0.548,0.142,0.122,0.202,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/29/2019
BRK,122,111.4885366,201901290BRK,1,0.5,0.067,0.135,0.426,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/29/2019
PHO,128,104.2035338,201812170NYK,0,0.571,0.063,0.105,0.293,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/17/2018
NYK,110,104.2035338,201812170NYK,1,0.449,0.09,0.286,0.293,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/17/2018
GSW,128,99.67703571,201810260NYK,0,0.678,0.132,0.171,0.138,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/26/2018
NYK,100,99.67703571,201810260NYK,1,0.506,0.166,0.25,0.133,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/26/2018
WAS,110,96.33611317,201812030NYK,0,0.549,0.093,0.182,0.13,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/3/2018
NYK,107,96.33611317,201812030NYK,1,0.478,0.135,0.388,0.311,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/3/2018
NOP,109,99.28317573,201811230NYK,0,0.431,0.11,0.37,0.287,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/23/2018
NYK,114,99.28317573,201811230NYK,1,0.516,0.072,0.255,0.297,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/23/2018
ORL,115,103.327385,201811110NYK,0,0.536,0.097,0.196,0.112,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/11/2018
NYK,89,103.327385,201811110NYK,1,0.381,0.158,0.236,0.341,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/11/2018
OKC,127,100.3418286,201901210NYK,0,0.633,0.159,0.286,0.325,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/21/2019
NYK,109,100.3418286,201901210NYK,1,0.489,0.106,0.22,0.368,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/21/2019
CHI,116,111.8240517,201811050NYK,0,0.495,0.149,0.212,0.316,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/5/2018
NYK,115,111.8240517,201811050NYK,1,0.42,0.125,0.362,0.274,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/5/2018
IND,121,100.0130114,201901110NYK,0,0.585,0.124,0.275,0.117,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/11/2019
NYK,106,100.0130114,201901110NYK,1,0.523,0.144,0.182,0.182,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/11/2019
ATL,114,100.586087,201812210NYK,0,0.527,0.136,0.326,0.264,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/21/2018
NYK,107,100.586087,201812210NYK,1,0.536,0.113,0.093,0.286,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/21/2018
MIL,134,112.6199291,201812010NYK,0,0.585,0.129,0.222,0.33,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/1/2018
NYK,136,112.6199291,201812010NYK,1,0.635,0.132,0.128,0.219,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/1/2018
MIL,109,103.430625,201812250NYK,0,0.483,0.071,0.125,0.382,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/25/2018
NYK,95,103.430625,201812250NYK,1,0.402,0.116,0.25,0.216,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/25/2018
BOS,103,99.34534459,201810200NYK,0,0.457,0.135,0.239,0.402,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/20/2018
NYK,101,99.34534459,201810200NYK,1,0.483,0.139,0.234,0.31,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/20/2018
HOU,114,100.0391026,201901230NYK,0,0.472,0.101,0.283,0.422,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
NYK,110,100.0391026,201901230NYK,1,0.525,0.16,0.256,0.37,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
BRK,96,90.49627815,201810290NYK,0,0.47,0.096,0.229,0.262,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/29/2018
NYK,115,90.49627815,201810290NYK,1,0.538,0.115,0.432,0.196,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/29/2018
BRK,112,96.73710963,201812080NYK,0,0.551,0.108,0.279,0.284,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/8/2018
NYK,104,96.73710963,201812080NYK,1,0.518,0.111,0.214,0.361,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/8/2018
MIA,106,96.55371237,201901270NYK,0,0.536,0.14,0.205,0.214,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/27/2019
NYK,97,96.55371237,201901270NYK,1,0.47,0.104,0.152,0.286,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/27/2019
PHI,108,100.1649397,201901130NYK,0,0.494,0.138,0.308,0.345,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/13/2019
NYK,105,100.1649397,201901130NYK,1,0.488,0.092,0.137,0.349,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/13/2019
IND,107,94.13590278,201810310NYK,0,0.578,0.142,0.278,0.205,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/31/2018
NYK,101,94.13590278,201810310NYK,1,0.506,0.16,0.225,0.304,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/31/2018
CHO,119,102.8297902,201812090NYK,0,0.552,0.108,0.154,0.31,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/9/2018
NYK,107,102.8297902,201812090NYK,1,0.543,0.15,0.182,0.075,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/9/2018
POR,118,96.03433668,201811200NYK,0,0.558,0.097,0.304,0.179,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/20/2018
NYK,114,96.03433668,201811200NYK,1,0.584,0.139,0.256,0.265,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/20/2018
MIN,115,105.5777907,201902220NYK,0,0.534,0.114,0.152,0.368,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/22/2019
NYK,104,105.5777907,201902220NYK,1,0.494,0.172,0.186,0.279,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/22/2019
CLE,125,95.91210997,201902280NYK,0,0.6,0.103,0.235,0.45,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/28/2019
NYK,118,95.91210997,201902280NYK,1,0.542,0.071,0.304,0.242,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/28/2019
BOS,113,98.13982353,201902010NYK,0,0.525,0.063,0.216,0.1,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/1/2019
NYK,99,98.13982353,201902010NYK,1,0.506,0.157,0.2,0.14,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/1/2019
WAS,110,94.51660088,201904070NYK,0,0.466,0.067,0.368,0.175,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/7/2019
NYK,113,94.51660088,201904070NYK,1,0.619,0.145,0.194,0.238,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/7/2019
TOR,104,98.65913462,201902090NYK,0,0.465,0.108,0.192,0.337,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/9/2019
NYK,99,98.65913462,201902090NYK,1,0.468,0.12,0.288,0.202,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/9/2019
MEM,96,92.3227483,201902030NYK,0,0.456,0.066,0.204,0.198,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/3/2019
NYK,84,92.3227483,201902030NYK,1,0.459,0.152,0.133,0.297,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/3/2019
DAL,114,97.12483156,201901300NYK,0,0.625,0.168,0.194,0.131,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/30/2019
NYK,90,97.12483156,201901300NYK,1,0.449,0.117,0.106,0.359,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/30/2019
MIA,100,97.56676389,201903300NYK,0,0.483,0.156,0.292,0.189,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/30/2019
NYK,92,97.56676389,201903300NYK,1,0.461,0.17,0.178,0.325,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/30/2019
LAL,123,100.6683333,201903170NYK,0,0.521,0.084,0.3,0.289,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/17/2019
NYK,124,100.6683333,201903170NYK,1,0.658,0.206,0.333,0.382,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/17/2019
CHI,105,94.79767368,201904010NYK,0,0.468,0.054,0.24,0.245,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
NYK,113,94.79767368,201904010NYK,1,0.622,0.158,0.158,0.338,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
TOR,117,98.60257525,201903280NYK,0,0.562,0.075,0.13,0.247,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/28/2019
NYK,92,98.60257525,201903280NYK,1,0.4,0.139,0.269,0.376,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/28/2019
UTA,137,98.86705128,201903200NYK,0,0.682,0.094,0.179,0.294,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/20/2019
NYK,116,98.86705128,201903200NYK,1,0.599,0.128,0.195,0.244,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/20/2019
DET,115,93.51752041,201904100NYK,0,0.565,0.122,0.275,0.235,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/10/2019
NYK,89,93.51752041,201904100NYK,1,0.461,0.111,0.082,0.325,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/10/2019
PHI,126,105.0273766,201902130NYK,0,0.59,0.134,0.171,0.551,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/13/2019
NYK,111,105.0273766,201902130NYK,1,0.445,0.097,0.255,0.27,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/13/2019
SAS,118,98.44313725,201902240NYK,0,0.479,0.061,0.275,0.33,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/24/2019
NYK,130,98.44313725,201902240NYK,1,0.592,0.053,0.25,0.194,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/24/2019
DET,105,90.83184122,201902050NYK,0,0.544,0.091,0.162,0.304,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/5/2019
NYK,92,90.83184122,201902050NYK,1,0.45,0.102,0.271,0.167,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/5/2019
ORL,103,98.05326531,201902260NYK,0,0.5,0.141,0.245,0.225,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/26/2019
NYK,108,98.05326531,201902260NYK,1,0.466,0.088,0.286,0.36,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/26/2019
LAC,124,94.955,201903240NYK,0,0.529,0.073,0.279,0.43,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/24/2019
NYK,113,94.955,201903240NYK,1,0.529,0.126,0.302,0.291,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/24/2019
DEN,111,94.545884,201903220NYK,0,0.495,0.071,0.315,0.198,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/22/2019
NYK,93,94.545884,201903220NYK,1,0.428,0.066,0.151,0.233,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/22/2019
SAC,102,97.43891396,201903090NYK,0,0.442,0.063,0.196,0.232,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/9/2019
NYK,94,97.43891396,201903090NYK,1,0.426,0.08,0.236,0.223,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/9/2019
ORL,87,95.87026357,201811230DEN,0,0.456,0.13,0.093,0.241,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/23/2018
DEN,112,95.87026357,201811230DEN,1,0.522,0.099,0.267,0.183,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/23/2018
MIL,121,95.68503836,201811110DEN,0,0.673,0.118,0.147,0.155,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/11/2018
DEN,114,95.68503836,201811110DEN,1,0.562,0.093,0.217,0.225,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/11/2018
ATL,93,106.1882051,201811150DEN,0,0.397,0.155,0.25,0.293,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/15/2018
DEN,138,106.1882051,201811150DEN,1,0.633,0.125,0.282,0.266,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/15/2018
BRK,112,97.77245098,201811090DEN,0,0.477,0.07,0.235,0.477,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/9/2018
DEN,110,97.77245098,201811090DEN,1,0.489,0.105,0.333,0.391,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/9/2018
UTA,88,95.23347368,201811030DEN,0,0.444,0.116,0.2,0.296,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/3/2018
DEN,103,95.23347368,201811030DEN,1,0.548,0.157,0.211,0.229,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/3/2018
PHO,91,102.4455245,201810200DEN,0,0.448,0.171,0.182,0.455,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/20/2018
DEN,119,102.4455245,201810200DEN,1,0.559,0.155,0.231,0.341,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/20/2018
DAL,118,98.9139212,201812180DEN,0,0.552,0.075,0.146,0.349,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/18/2018
DEN,126,98.9139212,201812180DEN,1,0.622,0.133,0.308,0.2,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/18/2018
LAC,100,98.00253623,201901100DEN,0,0.471,0.109,0.174,0.299,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/10/2019
DEN,121,98.00253623,201901100DEN,1,0.561,0.079,0.333,0.131,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/10/2019
GSW,98,97.70233511,201810210DEN,0,0.5,0.167,0.15,0.304,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/21/2018
DEN,100,97.70233511,201810210DEN,1,0.442,0.071,0.277,0.488,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/21/2018
TOR,86,88.69566933,201812160DEN,0,0.438,0.105,0.277,0.159,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/16/2018
DEN,95,88.69566933,201812160DEN,1,0.482,0.08,0.208,0.188,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/16/2018
HOU,109,89.16357576,201811130DEN,0,0.641,0.145,0.2,0.366,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/13/2018
DEN,99,89.16357576,201811130DEN,1,0.572,0.162,0.212,0.211,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/13/2018
LAL,85,96.63130933,201811270DEN,0,0.42,0.112,0.154,0.207,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/27/2018
DEN,117,96.63130933,201811270DEN,1,0.531,0.096,0.34,0.155,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/27/2018
NOP,111,104.5166304,201810290DEN,0,0.591,0.195,0.179,0.244,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/29/2018
DEN,116,104.5166304,201810290DEN,1,0.511,0.112,0.196,0.247,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/29/2018
OKC,98,94.6929697,201812140DEN,0,0.45,0.112,0.345,0.322,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/14/2018
DEN,109,94.6929697,201812140DEN,1,0.572,0.182,0.333,0.181,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/14/2018
SAS,99,93.4710119,201812280DEN,0,0.494,0.093,0.25,0.225,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/28/2018
DEN,102,93.4710119,201812280DEN,1,0.518,0.178,0.381,0.2,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/28/2018
NYK,108,92.40750874,201901010DEN,0,0.511,0.073,0.288,0.194,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/1/2019
DEN,115,92.40750874,201901010DEN,1,0.526,0.071,0.364,0.242,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/1/2019
BOS,107,96.67870994,201811050DEN,0,0.557,0.115,0.179,0.138,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/5/2018
DEN,115,96.67870994,201811050DEN,1,0.528,0.113,0.313,0.311,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/5/2018
MEM,99,87.87246886,201812100DEN,0,0.561,0.147,0.171,0.23,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/10/2018
DEN,105,87.87246886,201812100DEN,1,0.565,0.13,0.282,0.299,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/10/2018
SAC,112,100.3489535,201810230DEN,0,0.599,0.144,0.209,0.233,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/23/2018
DEN,126,100.3489535,201810230DEN,1,0.571,0.102,0.333,0.152,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/23/2018
CHO,110,96.84711773,201901050DEN,0,0.543,0.154,0.293,0.317,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/5/2019
DEN,123,96.84711773,201901050DEN,1,0.529,0.059,0.327,0.196,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/5/2019
POR,113,95.43116484,201901130DEN,0,0.523,0.084,0.205,0.25,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/13/2019
DEN,116,95.43116484,201901130DEN,1,0.611,0.109,0.114,0.247,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/13/2019
OKC,112,106.7779581,201902260DEN,0,0.505,0.138,0.28,0.263,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/26/2019
DEN,121,106.7779581,201902260DEN,1,0.54,0.148,0.256,0.398,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/26/2019
HOU,122,89.21887232,201902010DEN,0,0.624,0.096,0.297,0.247,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/1/2019